-2.4,0.574,4.36,3.96,2.76,0.275,2.83
-2.4,0.574,4.36,3.96,2.76,0.3,3.99
-2.4,0.574,4.36,3.96,2.76,0.325,5.19
-2.4,0.574,4.36,3.96,2.76,0.35,8.03
-2.4,0.574,4.36,3.96,2.76,0.375,12.86
-2.4,0.574,4.36,3.96,2.76,0.4,21.51
-2.4,0.574,4.36,3.96,2.76,0.425,33.97
-2.4,0.574,4.36,3.96,2.76,0.45,50.36
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
-2.4,0.568,4.34,2.98,3.15,0.15,0.26
-2.4,0.568,4.34,2.98,3.15,0.175,0.43
-2.4,0.568,4.34,2.98,3.15,0.2,0.69
-2.4,0.568,4.34,2.98,3.15,0.225,1.09
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
-2.4,0.568,4.34,2.98,3.15,0.275,2.46
-2.4,0.568,4.34,2.98,3.15,0.3,3.43
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-2.4,0.568,4.34,2.98,3.15,0.425,34.5
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.3,0.562,5.14,4.95,3.17,0.125,0.28
-2.3,0.562,5.14,4.95,3.17,0.15,0.44
-2.3,0.562,5.14,4.95,3.17,0.175,0.7
-2.3,0.562,5.14,4.95,3.17,0.2,1.07
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
-2.3,0.562,5.14,4.95,3.17,0.25,2.23
-2.3,0.562,5.14,4.95,3.17,0.275,3.09
-2.3,0.562,5.14,4.95,3.17,0.3,4.09
-2.3,0.562,5.14,4.95,3.17,0.325,5.82
-2.3,0.562,5.14,4.95,3.17,0.35,8.28
-2.3,0.562,5.14,4.95,3.17,0.375,12.8
-2.3,0.562,5.14,4.95,3.17,0.4,20.41
-2.3,0.562,5.14,4.95,3.17,0.425,32.34
-2.3,0.562,5.14,4.95,3.17,0.45,47.29
-2.4,0.585,4.78,3.84,3.32,0.125,0.2
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
-2.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.4,0.585,4.78,3.84,3.32,0.2,0.97
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.4,0.585,4.78,3.84,3.32,0.25,1.98
-2.4,0.585,4.78,3.84,3.32,0.275,2.91
-2.4,0.585,4.78,3.84,3.32,0.3,4.35
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
-2.4,0.585,4.78,3.84,3.32,0.35,8.04
-2.4,0.585,4.78,3.84,3.32,0.375,12.15
-2.4,0.585,4.78,3.84,3.32,0.4,19.18
-2.4,0.585,4.78,3.84,3.32,0.425,30.09
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-2.2,0.546,4.78,4.13,3.07,0.125,0.15
-2.2,0.546,4.78,4.13,3.07,0.15,0.32
-2.2,0.546,4.78,4.13,3.07,0.175,0.55
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
-2.2,0.546,4.78,4.13,3.07,0.25,1.76
-2.2,0.546,4.78,4.13,3.07,0.275,2.49
-2.2,0.546,4.78,4.13,3.07,0.3,3.45
-2.2,0.546,4.78,4.13,3.07,0.325,4.83
-2.2,0.546,4.78,4.13,3.07,0.35,7.37
-2.2,0.546,4.78,4.13,3.07,0.375,12.76
-2.2,0.546,4.78,4.13,3.07,0.4,21.99
