-2.2,0.546,4.78,4.13,3.07,0.425,35.64
-2.2,0.546,4.78,4.13,3.07,0.45,53.07
0.0,0.565,4.77,3.99,3.15,0.125,0.11
0.0,0.565,4.77,3.99,3.15,0.15,0.24
0.0,0.565,4.77,3.99,3.15,0.175,0.49
0.0,0.565,4.77,3.99,3.15,0.2,0.79
0.0,0.565,4.77,3.99,3.15,0.225,1.28
0.0,0.565,4.77,3.99,3.15,0.25,1.96
0.0,0.565,4.77,3.99,3.15,0.275,2.88
0.0,0.565,4.77,3.99,3.15,0.3,4.14
0.0,0.565,4.77,3.99,3.15,0.325,5.96
0.0,0.565,4.77,3.99,3.15,0.35,9.07
0.0,0.565,4.77,3.99,3.15,0.375,14.93
0.0,0.565,4.77,3.99,3.15,0.4,24.13
0.0,0.565,4.77,3.99,3.15,0.425,38.12
0.0,0.565,4.77,3.99,3.15,0.45,55.44
-5.0,0.565,4.77,3.99,3.15,0.125,0.07
-5.0,0.565,4.77,3.99,3.15,0.15,0.18
-5.0,0.565,4.77,3.99,3.15,0.175,0.4
-5.0,0.565,4.77,3.99,3.15,0.2,0.7
-5.0,0.565,4.77,3.99,3.15,0.225,1.14
-5.0,0.565,4.77,3.99,3.15,0.25,1.83
-5.0,0.565,4.77,3.99,3.15,0.275,2.77
-5.0,0.565,4.77,3.99,3.15,0.3,4.12
-5.0,0.565,4.77,3.99,3.15,0.325,5.41
-5.0,0.565,4.77,3.99,3.15,0.35,7.87
-5.0,0.565,4.77,3.99,3.15,0.375,12.71
-5.0,0.565,4.77,3.99,3.15,0.4,21.02
-5.0,0.565,4.77,3.99,3.15,0.425,34.58
-5.0,0.565,4.77,3.99,3.15,0.45,51.77
0.0,0.565,5.1,3.94,3.51,0.125,0.08
0.0,0.565,5.1,3.94,3.51,0.15,0.26
0.0,0.565,5.1,3.94,3.51,0.175,0.5
0.0,0.565,5.1,3.94,3.51,0.2,0.83
0.0,0.565,5.1,3.94,3.51,0.225,1.28
0.0,0.565,5.1,3.94,3.51,0.25,1.9
0.0,0.565,5.1,3.94,3.51,0.275,2.68
0.0,0.565,5.1,3.94,3.51,0.3,3.76
0.0,0.565,5.1,3.94,3.51,0.325,5.57
0.0,0.565,5.1,3.94,3.51,0.35,8.76
0.0,0.565,5.1,3.94,3.51,0.375,14.24
0.0,0.565,5.1,3.94,3.51,0.4,23.05
0.0,0.565,5.1,3.94,3.51,0.425,35.46
0.0,0.565,5.1,3.94,3.51,0.45,51.99
-5.0,0.565,5.1,3.94,3.51,0.125,0.08
-5.0,0.565,5.1,3.94,3.51,0.15,0.24
-5.0,0.565,5.1,3.94,3.51,0.175,0.45
-5.0,0.565,5.1,3.94,3.51,0.2,0.77
-5.0,0.565,5.1,3.94,3.51,0.225,1.19
-5.0,0.565,5.1,3.94,3.51,0.25,1.76
-5.0,0.565,5.1,3.94,3.51,0.275,2.59
-5.0,0.565,5.1,3.94,3.51,0.3,3.85
-5.0,0.565,5.1,3.94,3.51,0.325,5.27
-5.0,0.565,5.1,3.94,3.51,0.35,7.74
-5.0,0.565,5.1,3.94,3.51,0.375,12.4
-5.0,0.565,5.1,3.94,3.51,0.4,20.91
-5.0,0.565,5.1,3.94,3.51,0.425,33.23
-5.0,0.565,5.1,3.94,3.51,0.45,49.14
-2.3,0.53,5.11,3.69,3.51,0.125,0.08
-2.3,0.53,5.11,3.69,3.51,0.15,0.25
-2.3,0.53,5.11,3.69,3.51,0.175,0.46
-2.3,0.53,5.11,3.69,3.51,0.2,0.75
