-2.3,0.53,5.11,3.69,3.51,0.225,1.11
-2.3,0.53,5.11,3.69,3.51,0.25,1.57
-2.3,0.53,5.11,3.69,3.51,0.275,2.17
-2.3,0.53,5.11,3.69,3.51,0.3,2.98
-2.3,0.53,5.11,3.69,3.51,0.325,4.42
-2.3,0.53,5.11,3.69,3.51,0.35,7.84
-2.3,0.53,5.11,3.69,3.51,0.375,14.11
-2.3,0.53,5.11,3.69,3.51,0.4,24.14
-2.3,0.53,5.11,3.69,3.51,0.425,37.95
-2.3,0.53,5.11,3.69,3.51,0.45,55.17
-2.3,0.53,4.76,3.68,3.16,0.125,0.1
-2.3,0.53,4.76,3.68,3.16,0.15,0.23
-2.3,0.53,4.76,3.68,3.16,0.175,0.47
-2.3,0.53,4.76,3.68,3.16,0.2,0.76
-2.3,0.53,4.76,3.68,3.16,0.225,1.15
-2.3,0.53,4.76,3.68,3.16,0.25,1.65
-2.3,0.53,4.76,3.68,3.16,0.275,2.28
-2.3,0.53,4.76,3.68,3.16,0.3,3.09
-2.3,0.53,4.76,3.68,3.16,0.325,4.41
-2.3,0.53,4.76,3.68,3.16,0.35,7.51
-2.3,0.53,4.76,3.68,3.16,0.375,13.77
-2.3,0.53,4.76,3.68,3.16,0.4,23.96
-2.3,0.53,4.76,3.68,3.16,0.425,37.38
-2.3,0.53,4.76,3.68,3.16,0.45,56.46
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
-2.3,0.53,4.34,2.81,3.15,0.15,0.17
-2.3,0.53,4.34,2.81,3.15,0.175,0.35
-2.3,0.53,4.34,2.81,3.15,0.2,0.63
-2.3,0.53,4.34,2.81,3.15,0.225,1.01
-2.3,0.53,4.34,2.81,3.15,0.25,1.43
-2.3,0.53,4.34,2.81,3.15,0.275,2.05
-2.3,0.53,4.34,2.81,3.15,0.3,2.73
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.3,0.53,4.34,2.81,3.15,0.375,13.96
-2.3,0.53,4.34,2.81,3.15,0.4,25.18
-2.3,0.53,4.34,2.81,3.15,0.425,41.34
-2.3,0.53,4.34,2.81,3.15,0.45,62.42
0.0,0.6,4.78,4.24,3.15,0.125,0.03
0.0,0.6,4.78,4.24,3.15,0.15,0.18
0.0,0.6,4.78,4.24,3.15,0.175,0.4
0.0,0.6,4.78,4.24,3.15,0.2,0.73
0.0,0.6,4.78,4.24,3.15,0.225,1.3
0.0,0.6,4.78,4.24,3.15,0.25,2.16
0.0,0.6,4.78,4.24,3.15,0.275,3.35
0.0,0.6,4.78,4.24,3.15,0.3,5.06
0.0,0.6,4.78,4.24,3.15,0.325,7.14
0.0,0.6,4.78,4.24,3.15,0.35,10.36
0.0,0.6,4.78,4.24,3.15,0.375,15.25
0.0,0.6,4.78,4.24,3.15,0.4,23.15
0.0,0.6,4.78,4.24,3.15,0.425,34.62
0.0,0.6,4.78,4.24,3.15,0.45,51.5
-5.0,0.6,4.78,4.24,3.15,0.125,0.06
-5.0,0.6,4.78,4.24,3.15,0.15,0.15
-5.0,0.6,4.78,4.24,3.15,0.175,0.34
-5.0,0.6,4.78,4.24,3.15,0.2,0.63
-5.0,0.6,4.78,4.24,3.15,0.225,1.13
-5.0,0.6,4.78,4.24,3.15,0.25,1.85
-5.0,0.6,4.78,4.24,3.15,0.275,2.84
-5.0,0.6,4.78,4.24,3.15,0.3,4.34
-5.0,0.6,4.78,4.24,3.15,0.325,6.2
