84,2012.917,25.3,2707.392,3,24.96056,121.50831,17.7
85,2013.083,15.1,383.2805,7,24.96735,121.54464,43.7
86,2012.750,0,338.9679,9,24.96853,121.54413,50.8
87,2012.833,1.8,1455.798,1,24.9512,121.549,27
88,2013.583,16.9,4066.587,0,24.94297,121.50342,18.3
89,2012.917,8.9,1406.43,0,24.98573,121.52758,48
90,2013.500,23,3947.945,0,24.94783,121.50243,25.3
91,2012.833,0,274.0144,1,24.9748,121.53059,45.4
92,2013.250,9.1,1402.016,0,24.98569,121.5276,43.2
93,2012.917,20.6,2469.645,4,24.96108,121.51046,21.8
94,2012.917,31.9,1146.329,0,24.9492,121.53076,16.1
95,2012.917,40.9,167.5989,5,24.9663,121.54026,41
96,2012.917,8,104.8101,5,24.96674,121.54067,51.8
97,2013.417,6.4,90.45606,9,24.97433,121.5431,59.5
98,2013.083,28.4,617.4424,3,24.97746,121.53299,34.6
99,2013.417,16.4,289.3248,5,24.98203,121.54348,51
100,2013.417,6.4,90.45606,9,24.97433,121.5431,62.2
101,2013.500,17.5,964.7496,4,24.98872,121.53411,38.2
102,2012.833,12.7,170.1289,1,24.97371,121.52984,32.9
103,2013.083,1.1,193.5845,6,24.96571,121.54089,54.4
104,2012.750,0,208.3905,6,24.95618,121.53844,45.7
105,2012.667,32.7,392.4459,6,24.96398,121.5425,30.5
106,2012.833,0,292.9978,6,24.97744,121.54458,71
107,2013.083,17.2,189.5181,8,24.97707,121.54308,47.1
108,2013.333,12.2,1360.139,1,24.95204,121.54842,26.6
109,2013.417,31.4,592.5006,2,24.9726,121.53561,34.1
110,2013.583,4,2147.376,3,24.96299,121.51284,28.4
111,2013.083,8.1,104.8101,5,24.96674,121.54067,51.6
112,2013.583,33.3,196.6172,7,24.97701,121.54224,39.4
113,2013.417,9.9,2102.427,3,24.96044,121.51462,23.1
114,2013.333,14.8,393.2606,6,24.96172,121.53812,7.6
115,2012.667,30.6,143.8383,8,24.98155,121.54142,53.3
116,2013.083,20.6,737.9161,2,24.98092,121.54739,46.4
117,2013.000,30.9,6396.283,1,24.94375,121.47883,12.2
118,2013.000,13.6,4197.349,0,24.93885,121.50383,13
119,2013.500,25.3,1583.722,3,24.96622,121.51709,30.6
120,2013.500,16.6,289.3248,5,24.98203,121.54348,59.6
121,2013.167,13.3,492.2313,5,24.96515,121.53737,31.3
122,2013.500,13.6,492.2313,5,24.96515,121.53737,48
123,2013.250,31.5,414.9476,4,24.98199,121.54464,32.5
124,2013.417,0,185.4296,0,24.9711,121.5317,45.5
125,2012.917,9.9,279.1726,7,24.97528,121.54541,57.4
126,2013.167,1.1,193.5845,6,24.96571,121.54089,48.6
127,2013.083,38.6,804.6897,4,24.97838,121.53477,62.9
128,2013.250,3.8,383.8624,5,24.98085,121.54391,55
129,2013.083,41.3,124.9912,6,24.96674,121.54039,60.7
130,2013.417,38.5,216.8329,7,24.98086,121.54162,41
131,2013.250,29.6,535.527,8,24.98092,121.53653,37.5
132,2013.500,4,2147.376,3,24.96299,121.51284,30.7
133,2013.167,26.6,482.7581,5,24.97433,121.53863,37.5
134,2012.833,18,373.3937,8,24.9866,121.54082,39.5
135,2012.667,33.4,186.9686,6,24.96604,121.54211,42.2
136,2012.917,18.9,1009.235,0,24.96357,121.54951,20.8
137,2012.750,11.4,390.5684,5,24.97937,121.54245,46.8
138,2013.500,13.6,319.0708,6,24.96495,121.54277,47.4
139,2013.167,10,942.4664,0,24.97843,121.52406,43.5
140,2012.667,12.9,492.2313,5,24.96515,121.53737,42.5
141,2013.250,16.2,289.3248,5,24.98203,121.54348,51.4
142,2013.333,5.1,1559.827,3,24.97213,121.51627,28.9
143,2013.417,19.8,640.6071,5,24.97017,121.54647,37.5
144,2013.500,13.6,492.2313,5,24.96515,121.53737,40.1
145,2013.083,11.9,1360.139,1,24.95204,121.54842,28.4
146,2012.917,2.1,451.2438,5,24.97563,121.54694,45.5
147,2012.750,0,185.4296,0,24.9711,121.5317,52.2
148,2012.750,3.2,489.8821,8,24.97017,121.54494,43.2
149,2013.500,16.4,3780.59,0,24.93293,121.51203,45.1
150,2012.667,34.9,179.4538,8,24.97349,121.54245,39.7
151,2013.250,35.8,170.7311,7,24.96719,121.54269,48.5
152,2013.500,4.9,387.7721,9,24.98118,121.53788,44.7
153,2013.333,12,1360.139,1,24.95204,121.54842,28.9
154,2013.250,6.5,376.1709,6,24.95418,121.53713,40.9
155,2013.500,16.9,4066.587,0,24.94297,121.50342,20.7
156,2013.167,13.8,4082.015,0,24.94155,121.50381,15.6
157,2013.583,30.7,1264.73,0,24.94883,121.52954,18.3
158,2013.250,16.1,815.9314,4,24.97886,121.53464,35.6
159,2013.000,11.6,390.5684,5,24.97937,121.54245,39.4
160,2012.667,15.5,815.9314,4,24.97886,121.53464,37.4
161,2012.917,3.5,49.66105,8,24.95836,121.53756,57.8
162,2013.417,19.2,616.4004,3,24.97723,121.53767,39.6
163,2012.750,16,4066.587,0,24.94297,121.50342,11.6
164,2013.500,8.5,104.8101,5,24.96674,121.54067,55.5
165,2012.833,0,185.4296,0,24.9711,121.5317,55.2
166,2012.917,13.7,1236.564,1,24.97694,121.55391,30.6
