7.2, 0.23, 0.32, 8.5, 0.058, 47.0, 186.0, 0.9956, 3.19, 0.4, 9.9, 6
8.1, 0.28, 0.4, 6.9, 0.05, 30.0, 97.0, 0.9951, 3.26, 0.44, 10.1, 6
8.6, 0.23, 0.4, 4.2, 0.035, 17.0, 109.0, 0.9947, 3.14, 0.53, 9.7, 5
6.6, 0.17, 0.38, 1.5, 0.032, 28.0, 112.0, 0.9914, 3.25, 0.55, 11.4, 7
6.2, 0.66, 0.48, 1.2, 0.029, 29.0, 75.0, 0.9892, 3.33, 0.39, 12.8, 8
7.6, 0.67, 0.14, 1.5, 0.074, 25.0, 168.0, 0.9937, 3.05, 0.51, 9.3, 5
7.0, 0.25, 0.32, 9.0, 0.046, 56.0, 245.0, 0.9955, 3.25, 0.5, 10.4, 6
6.2, 0.12, 0.34, 1.5, 0.045, 43.0, 117.0, 0.9939, 3.42, 0.51, 9.0, 6
7.0, 0.33, 0.32, 1.2, 0.053, 38.0, 138.0, 0.9906, 3.13, 0.28, 11.2, 6
7.3, 0.24, 0.39, 17.95, 0.057, 45.0, 149.0, 0.9999, 3.21, 0.36, 8.6, 5
7.0, 0.31, 0.26, 7.4, 0.069, 28.0, 160.0, 0.9954, 3.13, 0.46, 9.8, 6
6.4, 0.18, 0.35, 1.0, 0.045, 39.0, 108.0, 0.9911, 3.31, 0.35, 10.9, 6
6.8, 0.2, 0.59, 0.9, 0.147, 38.0, 132.0, 0.993, 3.05, 0.38, 9.1, 6
6.0, 0.19, 0.26, 12.4, 0.048, 50.0, 147.0, 0.9972, 3.3, 0.36, 8.9, 6
6.6, 0.38, 0.15, 4.6, 0.044, 25.0, 78.0, 0.9931, 3.11, 0.38, 10.2, 6
6.8, 0.3, 0.23, 4.6, 0.061, 50.5, 238.5, 0.9958, 3.32, 0.6, 9.5, 5
6.0, 0.27, 0.28, 4.8, 0.063, 31.0, 201.0, 0.9964, 3.69, 0.71, 10.0, 5
7.4, 0.18, 0.3, 8.8, 0.064, 26.0, 103.0, 0.9961, 2.94, 0.56, 9.3, 5
7.1, 0.2, 0.34, 16.0, 0.05, 51.0, 166.0, 0.9985, 3.21, 0.6, 9.2, 6
7.3, 0.22, 0.3, 8.2, 0.047, 42.0, 207.0, 0.9966, 3.33, 0.46, 9.5, 6
7.2, 0.39, 0.63, 11.0, 0.044, 55.0, 156.0, 0.9974, 3.09, 0.44, 8.7, 6
7.2, 0.39, 0.63, 11.0, 0.044, 55.0, 156.0, 0.9974, 3.09, 0.44, 8.7, 6
6.9, 0.21, 0.33, 1.8, 0.034, 48.0, 136.0, 0.9899, 3.25, 0.41, 12.6, 7
6.0, 0.34, 0.66, 15.9, 0.046, 26.0, 164.0, 0.9979, 3.14, 0.5, 8.8, 6
7.1, 0.23, 0.35, 16.5, 0.04, 60.0, 171.0, 0.999, 3.16, 0.59, 9.1, 6
6.5, 0.17, 0.54, 8.5, 0.082, 64.0, 163.0, 0.9959, 2.89, 0.39, 8.8, 6
7.0, 0.14, 0.4, 1.7, 0.035, 16.0, 85.0, 0.9911, 3.19, 0.42, 11.8, 6
7.3, 0.32, 0.48, 13.3, 0.06, 57.0, 196.0, 0.9982, 3.04, 0.5, 9.2, 5
5.7, 0.26, 0.25, 10.4, 0.02, 7.0, 57.0, 0.994, 3.39, 0.37, 10.6, 5
6.6, 0.24, 0.27, 15.8, 0.035, 46.0, 188.0, 0.9982, 3.24, 0.51, 9.2, 5
6.7, 0.27, 0.31, 15.7, 0.036, 44.0, 179.0, 0.9979, 3.26, 0.56, 9.6, 5
